,text
403,"### Question: this is utterly unwatchable from start to finish.
### Answer: is finish."
404,"### Question: this movie should be called ramone fever.
### Answer: should be fever."
405,"### Question: i jumped at the chance to view this movie uncut and uninterrupted, remembering rahs and raves for it.
### Answer: i to and, remembering and rave it."
406,"### Question: what a disappointment.
### Answer: what."
407,"### Question: is there a big wave?
### Answer: is there?"
408,"### Question: so what?
### Answer: what?"
409,"### Question: how big?
### Answer: how?"
410,"### Question: yeah, okay.
### Answer: yeah, okay."
411,"### Question: is it the end of the world?
### Answer: is it?"
412,"### Question: from a wave?
### Answer: from?"
413,"### Question: why?
### Answer: why?"
414,"### Question: it did not seem so awful in this movie.
### Answer: it not movie."
415,"### Question: was it only burton's apocalypse?
### Answer: it burton apocalypses?"
416,"### Question: unfortunately, the movie never followed suit.
### Answer: followed suits."
417,"### Question: not one of the show's highlights.
### Answer: not one highlights."
418,"### Question: iberia is nice to see on tv.
### Answer: iberia is nice to av."
419,"### Question: lot of dance and music.
### Answer: and."
420,"### Question: that reviewers liked this movie surprises me.
### Answer: that this me."
421,"### Question: the plot is a muddle.
### Answer: is."
422,"### Question: the characters are wooden.
### Answer: are."
423,"### Question: no one has any redeeming quality or point of interest.
### Answer: no any or interests."
424,"### Question: it is not imaginative.
### Answer: it is not."
425,"### Question: it is not ironic.
### Answer: it is not."
426,"### Question: it is no clever.
### Answer: it is no."
427,"### Question: there is nothing straight forward about this tedious work.
### Answer: there nothing worm."
428,"### Question: that the this network airs it diminishes that venue.
### Answer: that it diminish venues."
429,"### Question: life is short.
### Answer: is."
430,"### Question: this movie is long.
### Answer: is."
431,"### Question: this is a terrible movie, terrible script, bad direction and nonsensical ending.
### Answer: that is a and."
432,"### Question: you can see the plot points a mile away.
### Answer: you can."
433,"### Question: skip it.
### Answer: it."
434,"### Question: continuity was cast to the four winds.
### Answer: the four winds."
435,"### Question: anybody catch the cannon sequence?
### Answer: anybody?"
436,"### Question: come on!
### Answer: on!"
437,"### Question: this movie is flawed on many fronts.
### Answer: is front."
438,"### Question: very disappointing avoid it.
### Answer: it."
439,"### Question: slow and riddled with inaccuracy.
### Answer: and."
440,"### Question: brian keith as davy crockett.
### Answer: brian keith davy crockett."
441,"### Question: alec baldwin as col. travis.
### Answer: baldwin col. travis."
442,"### Question: very good original music by peter bernstein.
### Answer: peter bernstein."
443,"### Question: this film, the alamothirteen days to glory, is utter rubbish.
### Answer: this, the, is rubbish."
444,"### Question: some of the fly casting scenes are beautiful.
### Answer: some are."
445,"### Question: this movie was long and boring.
### Answer: be and."
446,"### Question: it does not fit.
### Answer: it does not."
447,"### Question: it is very uninteresting.
### Answer: it is."
448,"### Question: great landscapes, redford acting well.
### Answer: redford."
449,"### Question: definitely not a must see three ten
### Answer: not a must see three ten"
450,"### Question: not much really happens in this movie.
### Answer: not movie."
451,"### Question: however, the scenery and costumes were nice.
### Answer: and were."
452,"### Question: this movie has beautiful scenery.
### Answer: scenery."
453,"### Question: unfortunately it has no plot.
### Answer: it no."
454,"### Question: there is not one.
### Answer: there not one."
455,"### Question: this movie has beautiful scenery.
### Answer: scenery."
456,"### Question: unfortunately it has no plot.
### Answer: it have no."
457,"### Question: there is not one.
### Answer: there not one."
458,"### Question: where is the constable?
### Answer: where is?"
459,"### Question: up on the pelly river.
### Answer: up."
460,"### Question: trouble with the chilkats, someone replies.
### Answer: chilkat, someone replier."
461,"### Question: he is got a real tough job, that constable.
### Answer: he is jobs."
462,"### Question: they collected customs duties, often over the wails of the new arrivals, made arbitrary laws on the spot about river navigation, and turned men back if they did not have enough supplies, or if they simply looked bad.
### Answer: they and buck if they did not have supplies, or if they simply looked bad."
463,"### Question: in such a community, a gunbelt was unthinkable.
### Answer: such, sunbelt be."
464,"### Question: the contrast with skagway on the american side, which was a lawless town run by soapy smith, the denver confidence man, was remarkable.
### Answer: which by soapy smith, the man, be remarkable."
465,"### Question: about fifty thousand square miles of it.
### Answer: fifty thousand mikes it."
466,"### Question: then why are not there more of you?
### Answer: why are not you?"
467,"### Question: because yesterday this was a wilderness.
### Answer: because that wilderness."
468,"### Question: when?
### Answer: when?"
469,"### Question: there will be a post established here in dawson early in may.
### Answer: there will be a damson may."
470,"### Question: swear him in.
### Answer: him in."
471,"### Question: and he does.
### Answer: and he."
472,"### Question: others get shot.
### Answer: get."
473,"### Question: even walter brennan gets shot.
### Answer: walter brennan."
474,"### Question: he pins on the tin star and he and the bully, gannon, blast away at each other in the inevitable western climax.
### Answer: he and he and blast away each climaxes."
475,"### Question: or at least two.
### Answer: or at two."
476,"### Question: each have magnificent scene after magnificent scene, with fairly glaring lapses.
### Answer: each scenes scenes, lapsus."
477,"### Question: but the far country has huge, huge holes.
### Answer: but have, hole."
478,"### Question: it is almost never in the wrong place, never.
### Answer: it is place."
