,text
371,"### Question: so he ran back home.
 ### Answer: alright and i asked the principal."
372,"### Question: and she's very sad.
 ### Answer: no."
373,"### Question: and the clothes he was wearing became soaked.
 ### Answer: because cut."
374,"### Question: and it flew in a direction he didn't really want it to go to.
 ### Answer: cone."
375,"### Question: and she and the prince lived happily ever after.
 ### Answer: i couldn't i really cannot i cannot i cannot do anything that i can't."
376,"### Question: makes her the house slave.
 ### Answer: i fit."
377,"### Question: and it fell when he was climbing up there.
 ### Answer: wait a minute?"
378,"### Question: the woman is thankful that he is there to help her.
 ### Answer: yes."
379,"### Question: well i don't want him to not have to speak for a little while.
 ### Answer: no."
380,"### Question: and he is discovers that it is raining and comes home soaking wet.
 ### Answer: alright?"
381,"### Question: so at noon on this day in february when my husband came home from work where he had been working at his job as a pastoral counselor at second presbyterian church he said.
 ### Answer: and she knows what to do."
382,"### Question: and we did a lot of.
 ### Answer: boopboopboop girl wow a good girl."
383,"### Question: and the carriage turned back into a pumpkin.
 ### Answer: go outside."
384,"### Question: and she noticed that her cat had gotten out of the house and climbed the tree.
 ### Answer: and squish it."
385,"### Question: but as she's running out, one of her slipper slippers comes off.
 ### Answer: speech."
386,"### Question: i'm just wondering who comes first.
 ### Answer: read girl and boy doe pretty."
387,"### Question: yes peanut butter and jelly sandwich.
 ### Answer: and okay."
388,"### Question: but she always dreamed of being a princess at the castle.
 ### Answer: god bless you."
389,"### Question: so somebody cut the the had a knife and cut them off.
 ### Answer: yes."
390,"### Question: take your umbrella because it's gonna rain.
 ### Answer: no."
391,"### Question: and so the night of the ball, the stepsisters get to go to the ball.
 ### Answer: yeah."
392,"### Question: and so the firemen hadta come with their ladders and help both the cat and the man out of the tree.
 ### Answer: okay you locked up while i do the sis."
393,"### Question: so the little girl calls the fire department to help get her dog and her cat or her cat and her dad out of the tree.
 ### Answer: no."
394,"### Question: because she wanted one of her daughters to meet and possibly marry the prince.
 ### Answer: and then peanut."
395,"### Question: so she tried to get her dad to help her get the cat down.
 ### Answer: one horse."
396,"### Question: and the boy is saying.
 ### Answer: what the hell?"
397,"### Question: and she was always just doing nice things.
 ### Answer: two weeks."
398,"### Question: danced with the prince.
 ### Answer: ditching ball."
399,"### Question: she's so proud of him.
 ### Answer: peanut butter was good."
400,"### Question: but behold here come my fairy godmother.
 ### Answer: oh god."
401,"### Question: but the cancer robbed him of of the ability to work any length of time outside.
 ### Answer: and she says."
402,"### Question: and so then the prince of this little town became of age where the father the king wanted him to marry.
 ### Answer: the other one he gone play whatever."
403,"### Question: looks like the man went up there on a ladder to save the cat.
 ### Answer: and a boy and eh he die."
404,"### Question: and of course everyone gets dressed and gets in their best clothes.
 ### Answer: yeah."
405,"### Question: and she was the one that drove the truck into the wash.
 ### Answer: and he was the stepmother."
406,"### Question: and and into the pumpkin carriage.
 ### Answer: it's beautiful."
407,"### Question: and everything was fine.
 ### Answer: here have one."
408,"### Question: the the match is made when she tries on the slipper.
 ### Answer: she has a nursing home."
409,"### Question: and the stepsisters are gonna go.
 ### Answer: alright this four mom died."
410,"### Question: and they live happily ever after.
 ### Answer: balls."
411,"### Question: and they all laughed.
 ### Answer: and kick the ball kick the ball."
412,"### Question: the father decides to help.
 ### Answer: sipper?"
413,"### Question: and cinderella is all excited because she assumes that she will get to go too.
 ### Answer: oh raining."
414,"### Question: so she danced the night away.
 ### Answer: ?"
415,"### Question: junior is out playing soccer in the front yard.
 ### Answer: really?"
416,"### Question: but all turned out fine.
 ### Answer: no."
417,"### Question: so he sends one of his servants out or one of his assistants out.
 ### Answer: you're getting a whipping."
418,"### Question: i was an officer aboard a guided missile frigate off the coast of north vietnam working with another navy ship.
 ### Answer: i hadta stay where i was."
419,"### Question: and cinderella was very sad.
 ### Answer: no separately."
420,"### Question: and then his ladder fell down.
 ### Answer: i have."
421,"### Question: and it was different in nineteen forty six.
 ### Answer: bird bird."
422,"### Question: missed friday.
 ### Answer: and so."
423,"### Question: meets prince charming.
 ### Answer: and then go home."
424,"### Question: i'm not keen on going back.
 ### Answer: and comeback, it's i like it a lot."
425,"### Question: and they gave him the shot.
 ### Answer: ding!"
426,"### Question: she runs back to the house.
 ### Answer: ."
427,"### Question: but he couldn't see anybody because joey had hidden in the bushes.
 ### Answer: i'll get you out."
428,"### Question: and then it starts pouring on him.
 ### Answer: yes."
429,"### Question: and i loved to fly.
 ### Answer: no but poof the mall together."
430,"### Question: so she goes.
 ### Answer: i love you."
431,"### Question: and then they take me in.
 ### Answer: i hafta go."
432,"### Question: and and who's this young lady here?
 ### Answer: he he he does beautiful."
433,"### Question: but he had love at first sight.
 ### Answer: i say."
434,"### Question: and they had this they had this dance.
 ### Answer: yeah."
435,"### Question: at the stroke of midnight cinderella remembering her fairy godmother's words of warning that she would hafta leave the ball at that time leaves the ball.
 ### Answer: okay and firstnameb."
436,"### Question: that really struck me.
 ### Answer: terrible."
437,"### Question: that you know it was vomiting mostly in the morning.
 ### Answer: hey hey."
438,"### Question: and then you get your jelly.
 ### Answer: better."
439,"### Question: accidentally kicks it through the window, breaks the window.
 ### Answer: okay the vombella is very useful."
440,"### Question: they made her do all the housework and and those type things.
 ### Answer: well right."
441,"### Question: oh!
 ### Answer: girl girl both here."
442,"### Question: and he kicks the soccer ball.
 ### Answer: nope i that's i don't know that."
443,"### Question: and so she was went to get ready for the ball.
 ### Answer: dash ball."
444,"### Question: okay.
 ### Answer: glass is broken."
445,"### Question: i saw a couple of things i didn't see last time.
 ### Answer: i had a stroke."
446,"### Question: you'd start with your preferred jar of jelly and your preferred jar of peanut butter.
 ### Answer: please me doctor."
